id,name,state,city,roof_area_sqft,latitude,longitude,company_id,building_type,land_use_type,footprint_wkt,data_source
ms-ak-000012,Microsoft footprint AK #13,AK,,134909.79,58.3622727,-134.5767906,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-134.578682 58.362524, -134.578682 58.362028, -134.578537 58.362028, -134.578537 58.361999, -134.578419 58.361999, -134.578419 58.361975, -134.578255 58.361975, -134.578255 58.362028, -134.576833 58.362028, -134.576833 58.361995, -134.575913 58.361995, -134.575913 58.361957, -134.575575 58.361957, -134.575575 58.36207, -134.575539 58.36207, -134.575539 58.362104, -134.574824 58.362104, -134.574824 58.362506, -134.574929 58.362506, -134.574929 58.362526, -134.575717 58.362526, -134.575717 58.362524, -134.578682 58.362524)))",microsoft_us_building_footprints
ms-ak-000013,Microsoft footprint AK #14,AK,,137274.52,61.2981319,-149.5725647,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.573186 61.298027, -149.573751 61.297651, -149.573251 61.297477, -149.572918 61.297572, -149.572261 61.297344, -149.571907 61.297579, -149.571779 61.297535, -149.571724 61.29755, -149.571733 61.297641, -149.57156 61.297755, -149.571516 61.29775, -149.571522 61.297813, -149.571467 61.297794, -149.571419 61.297826, -149.571476 61.297872, -149.571554 61.29785, -149.571477 61.298005, -149.57159 61.298097, -149.571838 61.298091, -149.571843 61.298141, -149.572008 61.298275, -149.572113 61.298273, -149.572187 61.299035, -149.57245 61.299126, -149.572454 61.299174, -149.57292 61.299041, -149.572887 61.298695, -149.573112 61.29869, -149.573352 61.298205, -149.573243 61.298167, -149.57323 61.298032, -149.573186 61.298027)))",microsoft_us_building_footprints
ms-ak-000014,Microsoft footprint AK #15,AK,,349095.67,61.2268778,-149.7467771,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.745709 61.226792, -149.746702 61.227704, -149.745907 61.227686, -149.745881 61.22795, -149.746433 61.227963, -149.746694 61.227841, -149.746827 61.227963, -149.746617 61.227958, -149.746111 61.228195, -149.745975 61.228192, -149.745922 61.228733, -149.747171 61.228762, -149.747234 61.228125, -149.747459 61.228131, -149.747568 61.227029, -149.747441 61.227061, -149.747449 61.226982, -149.747255 61.226978, -149.74726 61.226927, -149.747655 61.226936, -149.747674 61.226738, -149.748101 61.226748, -149.748137 61.226383, -149.747798 61.226215, -149.748108 61.22607, -149.748136 61.225792, -149.746842 61.225763, -149.746875 61.22542, -149.747115 61.225359, -149.74693 61.225268, -149.745861 61.225244, -149.745709 61.226792)))",microsoft_us_building_footprints
ms-ak-000015,Microsoft footprint AK #16,AK,,205707.02,61.1609521,-149.9043566,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.902438 61.161055, -149.903304 61.161312, -149.903308 61.16133, -149.903361 61.161345, -149.903343 61.16136, -149.90427 61.16131, -149.904523 61.161478, -149.904581 61.16173, -149.904617 61.161755, -149.904565 61.161772, -149.904659 61.1618, -149.904669 61.161846, -149.905171 61.161819, -149.905242 61.161794, -149.905168 61.161744, -149.905141 61.161628, -149.905305 61.161499, -149.905472 61.161548, -149.905718 61.161463, -149.905665 61.161234, -149.905808 61.161227, -149.905866 61.161206, -149.905856 61.161161, -149.905993 61.161153, -149.906036 61.161119, -149.905891 61.161022, -149.90612 61.160843, -149.903523 61.160074, -149.903326 61.160229, -149.903567 61.1603, -149.903136 61.16064, -149.903013 61.160603, -149.902438 61.161055)))",microsoft_us_building_footprints
ms-ak-000016,Microsoft footprint AK #17,AK,,107942.86,61.1302908,-149.8303366,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.830119 61.129742, -149.829555 61.129834, -149.829556 61.129819, -149.82836 61.129794, -149.828354 61.12987, -149.828232 61.129868, -149.828226 61.129937, -149.828326 61.129939, -149.828316 61.130051, -149.829856 61.130082, -149.829529 61.1302, -149.829759 61.13035, -149.829901 61.130327, -149.830065 61.130434, -149.829858 61.130508, -149.830031 61.130511, -149.830738 61.130971, -149.831179 61.130813, -149.830997 61.130694, -149.831138 61.130644, -149.831549 61.130652, -149.831543 61.130727, -149.831733 61.130731, -149.831738 61.130673, -149.831996 61.130678, -149.832025 61.13035, -149.83182 61.130346, -149.831827 61.130272, -149.831329 61.130261, -149.830893 61.130332, -149.830223 61.129895, -149.830308 61.129865, -149.830119 61.129742)))",microsoft_us_building_footprints
ms-ak-000017,Microsoft footprint AK #18,AK,,138021.59,61.3412354,-149.5555548,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.55475 61.342124, -149.55647 61.342133, -149.556478 61.34183, -149.556545 61.341807, -149.556549 61.341642, -149.556453 61.341615, -149.556457 61.341422, -149.556519 61.341423, -149.556521 61.341324, -149.55635 61.341209, -149.556173 61.34127, -149.556163 61.341668, -149.555863 61.341908, -149.5553 61.341905, -149.555092 61.341767, -149.555098 61.341529, -149.555634 61.341101, -149.555877 61.341017, -149.555878 61.340975, -149.556341 61.341108, -149.55641 61.341155, -149.556459 61.341115, -149.556478 61.341116, -149.556493 61.340481, -149.554776 61.340472, -149.554765 61.340971, -149.554606 61.34097, -149.554603 61.341139, -149.554466 61.341138, -149.554462 61.341307, -149.554769 61.341308, -149.55475 61.342124)))",microsoft_us_building_footprints
ms-ak-000018,Microsoft footprint AK #19,AK,,113288.81,61.1289553,-149.9315705,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.931141 61.128283, -149.931148 61.128727, -149.930682 61.128729, -149.930689 61.129203, -149.930915 61.129202, -149.930916 61.129275, -149.930744 61.129276, -149.930745 61.129318, -149.930839 61.129318, -149.930843 61.129571, -149.931406 61.129569, -149.931405 61.129486, -149.931539 61.129485, -149.931539 61.12953, -149.931636 61.129529, -149.931635 61.129488, -149.931684 61.129488, -149.931685 61.12957, -149.932255 61.129568, -149.932251 61.12931, -149.932032 61.129311, -149.932031 61.129202, -149.932413 61.129201, -149.932406 61.128739, -149.932019 61.12874, -149.932018 61.128628, -149.93224 61.128627, -149.932235 61.12828, -149.931141 61.128283)))",microsoft_us_building_footprints
ms-ak-000019,Microsoft footprint AK #20,AK,,169224.78,61.1430331,-149.9350892,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.935409 61.143246, -149.935784 61.14322, -149.935964 61.143357, -149.936429 61.143325, -149.936518 61.143157, -149.93602 61.142777, -149.936233 61.142669, -149.936496 61.142464, -149.936445 61.142292, -149.936096 61.142249, -149.935306 61.142489, -149.934738 61.142529, -149.934444 61.142758, -149.93356 61.14282, -149.933423 61.143077, -149.934449 61.143205, -149.934545 61.14313, -149.934565 61.143196, -149.933878 61.14328, -149.933894 61.143332, -149.933627 61.143351, -149.933657 61.143453, -149.933946 61.143432, -149.933999 61.143607, -149.934563 61.143677, -149.934599 61.143794, -149.93533 61.143743, -149.935289 61.143608, -149.935512 61.143592, -149.935409 61.143246)))",microsoft_us_building_footprints
ms-ak-000020,Microsoft footprint AK #21,AK,,130686.62,64.8574817,-147.6823151,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-147.680681 64.85777, -147.682101 64.858184, -147.682232 64.858103, -147.682533 64.858191, -147.682814 64.858017, -147.682573 64.857947, -147.682671 64.857859, -147.682668 64.857858, -147.682761 64.857801, -147.682787 64.857823, -147.68286 64.857778, -147.682846 64.857765, -147.684045 64.85703, -147.683666 64.856919, -147.683489 64.857029, -147.683405 64.857005, -147.683064 64.856988, -147.682753 64.856897, -147.682763 64.856857, -147.682513 64.856784, -147.682379 64.856778, -147.681392 64.857379, -147.68127 64.857405, -147.680681 64.85777)))",microsoft_us_building_footprints
ms-ak-000021,Microsoft footprint AK #22,AK,,300466.96,61.2346142,-149.7665195,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.767242 61.233143, -149.765968 61.23314, -149.76596 61.23384, -149.765763 61.23384, -149.765643 61.233948, -149.765637 61.233948, -149.76562 61.23559, -149.765191 61.235589, -149.765188 61.235867, -149.767407 61.235872, -149.767424 61.234269, -149.767241 61.234269, -149.767242 61.234175, -149.767282 61.234185, -149.767802 61.234187, -149.767804 61.234009, -149.767359 61.234008, -149.767359 61.233983, -149.76728 61.233963, -149.767242 61.233963, -149.767242 61.233938, -149.767295 61.233938, -149.767296 61.233861, -149.767234 61.233845, -149.767242 61.233143)))",microsoft_us_building_footprints
ms-ak-000022,Microsoft footprint AK #23,AK,,199226.87,61.1389888,-149.7814926,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.779493 61.139238, -149.781137 61.139119, -149.781768 61.139216, -149.781723 61.139285, -149.780531 61.139371, -149.780634 61.139702, -149.781123 61.139777, -149.782061 61.139709, -149.781892 61.139168, -149.781972 61.139123, -149.782883 61.139264, -149.782979 61.139211, -149.783272 61.139256, -149.783678 61.138642, -149.783313 61.138488, -149.782794 61.138774, -149.782653 61.138752, -149.782608 61.138608, -149.781765 61.138478, -149.781633 61.138677, -149.781973 61.13873, -149.781959 61.138751, -149.780999 61.138603, -149.780908 61.138517, -149.781468 61.138477, -149.781621 61.138246, -149.781137 61.138171, -149.780894 61.138231, -149.781115 61.138441, -149.780872 61.1385, -149.78085 61.13848, -149.77937 61.138843, -149.779493 61.139238)))",microsoft_us_building_footprints
ms-ak-000023,Microsoft footprint AK #24,AK,,130505.84,61.2184337,-149.8139700,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.813456 61.218892, -149.814824 61.218888, -149.815118 61.218839, -149.815117 61.218718, -149.815402 61.218718, -149.815395 61.218117, -149.815174 61.218118, -149.815175 61.218182, -149.815006 61.218282, -149.814538 61.218283, -149.814598 61.218247, -149.814585 61.218242, -149.814435 61.218267, -149.814243 61.218192, -149.814242 61.218067, -149.814875 61.218066, -149.814874 61.218013, -149.813807 61.218015, -149.813806 61.217982, -149.813843 61.217981, -149.813824 61.217956, -149.813714 61.217956, -149.813713 61.217908, -149.813296 61.217909, -149.813297 61.218014, -149.813093 61.218014, -149.813094 61.218059, -149.812508 61.218061, -149.812511 61.218346, -149.812631 61.218513, -149.812711 61.218512, -149.813368 61.218771, -149.813456 61.218892)))",microsoft_us_building_footprints
ms-ak-000024,Microsoft footprint AK #25,AK,,114290.13,61.1259483,-149.8740649,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.872437 61.125674, -149.872437 61.126028, -149.872493 61.126028, -149.872493 61.1261, -149.87252 61.1261, -149.87252 61.126226, -149.875672 61.126225, -149.875672 61.125862, -149.875657 61.125862, -149.875657 61.125673, -149.872437 61.125674)))",microsoft_us_building_footprints
ms-ak-000025,Microsoft footprint AK #26,AK,,205172.78,61.2341358,-149.8417351,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.838868 61.233859, -149.838871 61.234413, -149.843423 61.234408, -149.843423 61.234606, -149.843544 61.234606, -149.843543 61.234411, -149.844569 61.23441, -149.844566 61.233852, -149.842527 61.233854, -149.842527 61.233855, -149.838868 61.233859)))",microsoft_us_building_footprints
ms-ak-000026,Microsoft footprint AK #27,AK,,101891.99,61.2003835,-149.9177495,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.917147 61.200272, -149.916618 61.200242, -149.916511 61.200292, -149.916595 61.200414, -149.916514 61.200452, -149.916596 61.200493, -149.916497 61.200487, -149.916462 61.200632, -149.916548 61.200756, -149.916667 61.200816, -149.917539 61.200675, -149.917751 61.200781, -149.917896 61.200789, -149.918482 61.200516, -149.918785 61.200667, -149.919108 61.200615, -149.919161 61.200691, -149.919413 61.200705, -149.91945 61.200554, -149.91908 61.20037, -149.91878 61.200419, -149.918671 61.200262, -149.918407 61.20013, -149.918147 61.200172, -149.91819 61.199997, -149.917831 61.199818, -149.917515 61.1998, -149.917222 61.199936, -149.917196 61.200043, -149.917291 61.20009, -149.917133 61.200115, -149.917219 61.200239, -149.917147 61.200272)))",microsoft_us_building_footprints
ms-ak-000027,Microsoft footprint AK #28,AK,,111208.82,64.8545811,-147.6903652,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-147.692308 64.854311, -147.691617 64.854303, -147.691576 64.85425, -147.691165 64.854245, -147.691117 64.854293, -147.690672 64.854287, -147.69062 64.854219, -147.690348 64.854257, -147.688426 64.854235, -147.688364 64.854858, -147.688738 64.854926, -147.688836 64.855054, -147.689196 64.855058, -147.689224 64.854624, -147.689552 64.854628, -147.689658 64.854523, -147.690163 64.854529, -147.690247 64.854571, -147.690277 64.854542, -147.690324 64.854603, -147.69099 64.85451, -147.691836 64.854665, -147.691856 64.854691, -147.691384 64.854859, -147.691373 64.855034, -147.690992 64.85503, -147.690905 64.855061, -147.690906 64.855045, -147.69082 64.855044, -147.690817 64.855093, -147.692256 64.85511, -147.692308 64.854311)))",microsoft_us_building_footprints
ms-ak-000028,Microsoft footprint AK #29,AK,,171094.08,61.1943295,-149.8641576,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.865544 61.193698, -149.864025 61.193706, -149.864027 61.193789, -149.863236 61.193793, -149.863245 61.194203, -149.863021 61.194204, -149.863024 61.194317, -149.862872 61.194317, -149.862875 61.194429, -149.862994 61.194429, -149.863008 61.195056, -149.864486 61.195048, -149.864229 61.194967, -149.864229 61.194931, -149.864149 61.194906, -149.864228 61.194881, -149.864227 61.194839, -149.864254 61.194831, -149.864312 61.194874, -149.864313 61.194916, -149.86436 61.19495, -149.864414 61.19495, -149.864503 61.194885, -149.864507 61.195053, -149.864662 61.195052, -149.86465 61.194523, -149.864646 61.194522, -149.864643 61.194407, -149.86556 61.194402, -149.865544 61.193698)))",microsoft_us_building_footprints
ms-ak-000029,Microsoft footprint AK #30,AK,,157691.08,61.1861308,-149.8725598,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.874235 61.185763, -149.870315 61.185767, -149.870316 61.186123, -149.87075 61.186122, -149.870753 61.186663, -149.871115 61.186663, -149.871112 61.186115, -149.872529 61.186113, -149.872532 61.186618, -149.873213 61.186617, -149.873213 61.186656, -149.874069 61.186655, -149.874068 61.18651, -149.874239 61.18651, -149.874235 61.185763)))",microsoft_us_building_footprints
ms-ak-000030,Microsoft footprint AK #31,AK,,172752.02,61.2668429,-149.7090092,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.709303 61.26574, -149.708027 61.265826, -149.708386 61.267049, -149.708519 61.26711, -149.708541 61.267109, -149.708582 61.267127, -149.708595 61.267173, -149.708741 61.26724, -149.708749 61.267267, -149.708714 61.267285, -149.708723 61.267317, -149.708803 61.267353, -149.708832 61.267452, -149.708696 61.267521, -149.70871 61.267569, -149.708649 61.2676, -149.70877 61.268012, -149.709945 61.267932, -149.709303 61.26574)))",microsoft_us_building_footprints
ms-ak-000031,Microsoft footprint AK #32,AK,,127908.27,61.1939467,-149.7757633,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.777748 61.193607, -149.777448 61.193607, -149.777447 61.193723, -149.775463 61.193719, -149.775464 61.193688, -149.774676 61.193687, -149.774677 61.193613, -149.774566 61.193613, -149.774565 61.193687, -149.773915 61.193686, -149.773914 61.193773, -149.773758 61.193773, -149.773755 61.194157, -149.773974 61.194158, -149.773973 61.194197, -149.777585 61.194204, -149.777585 61.19416, -149.777743 61.19416, -149.777748 61.193607)))",microsoft_us_building_footprints
ms-ak-000032,Microsoft footprint AK #33,AK,,160774.81,61.1001757,-149.8086196,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.80628 61.100286, -149.808474 61.100569, -149.808466 61.100537, -149.809573 61.100467, -149.809615 61.100542, -149.810737 61.100471, -149.810639 61.100108, -149.810737 61.100102, -149.81073 61.100076, -149.810304 61.100103, -149.810133 61.100013, -149.810317 61.099931, -149.809967 61.099747, -149.809575 61.099921, -149.809559 61.09986, -149.809466 61.099901, -149.809338 61.099834, -149.809112 61.099848, -149.808932 61.099753, -149.808388 61.099994, -149.807924 61.099749, -149.807484 61.099944, -149.80741 61.099905, -149.807213 61.099917, -149.806969 61.099788, -149.806806 61.099798, -149.806473 61.099946, -149.806807 61.100122, -149.806741 61.100127, -149.806708 61.100185, -149.80636 61.10014, -149.80628 61.100286)))",microsoft_us_building_footprints
ms-ak-000033,Microsoft footprint AK #34,AK,,343931.21,61.1417251,-149.8590120,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.85991 61.140295, -149.857936 61.140291, -149.857932 61.14076, -149.857847 61.140759, -149.857846 61.14092, -149.857939 61.14092, -149.857934 61.141543, -149.858647 61.141544, -149.858647 61.141585, -149.858612 61.141585, -149.858611 61.141676, -149.858766 61.141677, -149.858765 61.141847, -149.858722 61.141847, -149.858722 61.141867, -149.858164 61.141866, -149.858156 61.142672, -149.858074 61.142672, -149.858073 61.142778, -149.858161 61.142778, -149.858157 61.143143, -149.858667 61.143145, -149.858666 61.14328, -149.85991 61.143283, -149.859923 61.141875, -149.859953 61.141875, -149.859954 61.141788, -149.85998 61.141788, -149.859984 61.141401, -149.8599 61.141401, -149.85991 61.140295)))",microsoft_us_building_footprints
ms-ak-000034,Microsoft footprint AK #35,AK,,164249.05,61.2167840,-149.8886917,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.890704 61.216722, -149.888935 61.216696, -149.888938 61.216638, -149.888652 61.216634, -149.889203 61.216448, -149.889225 61.216097, -149.887545 61.216072, -149.88752 61.216464, -149.888088 61.216472, -149.888083 61.216545, -149.888136 61.216581, -149.887971 61.216637, -149.887532 61.21663, -149.887502 61.217102, -149.887678 61.217104, -149.887669 61.217245, -149.887653 61.217245, -149.887755 61.217315, -149.88775 61.217392, -149.889128 61.217412, -149.889129 61.217394, -149.889102 61.217376, -149.889554 61.217382, -149.889582 61.216947, -149.889604 61.216962, -149.890251 61.216972, -149.890299 61.217005, -149.890686 61.21701, -149.890704 61.216722)))",microsoft_us_building_footprints
ms-ak-000035,Microsoft footprint AK #36,AK,,232643.55,61.1733875,-149.9812813,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-149.982879 61.173138, -149.982591 61.173027, -149.982393 61.173042, -149.982318 61.172983, -149.981356 61.173056, -149.980664 61.172789, -149.980668 61.172782, -149.97921 61.172603, -149.979219 61.172631, -149.978783 61.172664, -149.978201 61.17244, -149.978153 61.17253, -149.978318 61.173036, -149.978887 61.172992, -149.978815 61.172965, -149.978886 61.172944, -149.978906 61.173005, -149.980592 61.173211, -149.980904 61.173459, -149.980711 61.173474, -149.980735 61.173547, -149.980883 61.173604, -149.981232 61.173899, -149.981587 61.174036, -149.982314 61.174125, -149.982399 61.174388, -149.982808 61.174312, -149.983146 61.174581, -149.983344 61.174566, -149.982879 61.173138)))",microsoft_us_building_footprints
